Date,SalesRep,Region,Product,Color,Units,Revenue
2017-01-02,Mike,East,Bellen,Clear,2,46.9
2017-01-02,Mike,South,Sunbell,Red,3,75.0
2017-01-06,Jessica,West,Doublers,Clear,4,322.8
2017-01-06,Mike,West,Sunshine,Rainbow,1,22.95
2017-01-07,Julie,East,Aspen,Purple,2,43.0
2017-01-07,Mike,South,Quad,Red,2,69.0
2017-01-07,Adam,West,Carlota,Rainbow,3,71.85
2017-01-07,Julie,South,Bellen,Red,1,25.95
2017-01-07,Nabil,South,Sunshine,Purple,1,22.95
2017-01-08,Adam,South,Sunshine,Red,1,22.95
2017-01-08,Mike,West,Sunshine,Red,2,42.9
2017-01-08,Jessica,South,Sunbell,Clear,3,75.0
2017-01-09,Nicole,East,Bellen,Red,2,48.9
2017-01-09,Jessica,West,Sunbell,Blue,3,85.5
2017-01-10,Adam,East,Carlota,Rainbow,2,48.9
2017-01-10,Julie,East,Doublers,Red,2,48.0
2017-01-10,Adam,West,Quad,Blue,1,36.0
2017-01-10,Mike,West,Aspen,Red,1,27.0
2017-01-10,Nabil,South,Bellen,Red,1,25.95
2017-01-11,Mike,South,Quad,Rainbow,6,207.0
2017-01-11,Mike,West,Bellen,Clear,1,32.0
2017-01-11,Adam,West,Doublers,Blue,3,73.5
2017-01-11,Mike,East,Aspen,Red,2,49.0
2017-01-11,Nicole,West,Doublers,Clear,1,26.5
2017-01-12,Nicole,South,Sunshine,Clear,3,62.85
2017-01-12,Julie,South,Quad,Clear,2,69.0
2017-01-12,Jessica,South,Sunshine,Rainbow,2,42.9
2017-01-12,Jessica,South,Quad,Red,2,71.0
2017-01-12,Julie,South,Bellen,Red,2,48.9
2017-01-12,Nabil,West,Bellen,Purple,1,25.95
2017-01-12,Mike,East,Sunbell,Rainbow,1,26.0
2017-01-13,Nabil,South,Carlota,Red,2,48.9
2017-01-13,Nabil,West,Bellen,Red,2,48.9
2017-01-13,Adam,West,Aspen,Blue,19,364.0
2017-01-13,Mike,East,Sunbell,Clear,3,72.0
2017-01-13,Julie,East,Bellen,Blue,2,46.9
2017-01-13,Nabil,West,Quad,Blue,2,71.0
2017-01-14,Nabil,South,Bellen,Blue,1,25.95
2017-01-15,Mike,East,Aspen,Red,1,27.0
2017-01-15,Julie,South,Quad,Red,3,105.0
2017-01-15,Nabil,East,Aspen,Clear,3,60.0
2017-01-15,Nicole,South,Aspen,Rainbow,4,83.0
2017-01-15,Jessica,East,Aspen,Red,2,51.0
2017-01-15,Nabil,West,Doublers,Blue,3,73.5
2017-01-16,Julie,East,Bellen,Clear,1,31.0
2017-01-16,Adam,West,Quad,Red,2,71.0
2017-01-16,Mike,West,Bellen,Blue,8,235.0
2017-01-16,Julie,West,Quad,Blue,4,139.0
2017-01-16,Nicole,South,Aspen,Red,3,63.0
2017-01-17,Nicole,South,Aspen,Red,3,75.0
2017-01-17,Jessica,West,Bellen,Rainbow,1,33.0
2017-01-17,Julie,East,Sunshine,Clear,1,22.95
2017-01-17,Adam,East,Carlota,Clear,2,46.9
2017-01-18,Julie,South,Quad,Blue,1,37.0
2017-01-18,Julie,South,Aspen,Red,2,45.0
2017-01-18,Julie,South,Sunshine,Purple,1,22.95
2017-01-18,Nabil,East,Doublers,Clear,2,50.0
2017-01-18,Julie,East,Sunshine,Red,3,62.85
2017-01-19,Nabil,South,Sunbell,Blue,3,78.0
2017-01-19,Jessica,South,Sunbell,Blue,2,51.0
2017-01-19,Mike,South,Bellen,Red,3,90.0
2017-01-19,Jessica,South,Quad,Purple,10,183.0
2017-01-19,Julie,East,Bellen,Blue,2,59.0
2017-01-19,Nicole,West,Bellen,Red,2,63.0
2017-01-19,Mike,West,Aspen,Blue,3,75.0
2017-01-20,Jessica,East,Bellen,Rainbow,2,48.9
2017-01-20,Mike,East,Doublers,Red,1,25.5
2017-01-20,Julie,West,Carlota,Blue,2,48.9
2017-01-21,Adam,South,Bellen,Red,2,48.9
2017-01-21,Nabil,South,Quad,Clear,1,36.0
2017-01-21,Mike,East,Bellen,Red,4,90.8
2017-01-21,Jessica,South,Doublers,Rainbow,2,50.0
2017-01-21,Adam,West,Doublers,Red,2,50.0
2017-01-21,Mike,East,Aspen,Rainbow,2,49.0
2017-01-21,Jessica,South,Sunshine,Blue,1,22.95
2017-01-22,Mike,West,Carlota,Rainbow,2,48.9
2017-01-22,Mike,West,Bellen,Rainbow,2,48.9
2017-01-22,Nabil,West,Carlota,Red,3,71.85
2017-01-23,Nabil,South,Sunshine,Blue,3,62.85
2017-01-23,Nabil,West,Bellen,Purple,1,25.95
2017-01-23,Julie,West,Carlota,Blue,1,25.95
2017-01-23,Nabil,West,Aspen,Rainbow,2,51.0
2017-01-24,Mike,West,Sunshine,Clear,2,42.9
2017-01-24,Mike,West,Sunshine,Red,4,82.8
2017-01-24,Julie,South,Sunshine,Red,24,457.8
2017-01-25,Mike,West,Bellen,Blue,2,48.9
2017-01-25,Jessica,West,Aspen,Purple,2,43.0
2017-01-26,Nabil,South,Aspen,Purple,2,51.0
2017-01-26,Julie,East,Quad,Blue,1,36.0
2017-01-27,Nicole,South,Sunbell,Purple,3,78.0
2017-01-27,Julie,East,Sunshine,Rainbow,1,21.95
2017-01-27,Adam,West,Sunbell,Clear,1,30.5
2017-01-27,Nicole,West,Sunbell,Red,11,264.25
2017-01-27,Mike,East,Sunbell,Red,2,49.0
2017-01-28,Nicole,South,Quad,Red,17,552.1
2017-01-28,Julie,South,Doublers,Red,1,25.5
2017-01-28,Adam,East,Doublers,Blue,2,48.0
2017-01-29,Mike,South,Sunbell,Red,2,58.0
2017-01-29,Nabil,South,Quad,Blue,1,36.0
2017-01-29,Julie,South,Sunbell,Red,2,51.0
2017-01-29,Julie,South,Doublers,Rainbow,4,314.8
2017-01-29,Nabil,West,Sunshine,Red,3,62.85
2017-01-30,Nabil,South,Carlota,Blue,2,48.9
2017-01-30,Jessica,East,Bellen,Red,2,46.9
2017-01-30,Mike,South,Aspen,Purple,2,43.0
2017-01-30,Mike,East,Bellen,Red,2,61.0
2017-01-30,Mike,East,Aspen,Blue,2,49.0
2017-01-30,Adam,East,Carlota,Red,2,46.9
2017-01-30,Jessica,West,Quad,Clear,2,69.0
2017-01-31,Adam,West,Quad,Blue,2,69.0
2017-01-31,Julie,West,Bellen,Purple,2,48.9
2017-01-31,Nabil,East,Sunshine,Blue,3,59.85
2017-01-31,Mike,West,Bellen,Clear,2,48.9
2017-02-01,Julie,South,Sunshine,Purple,1,22.95
2017-02-01,Nicole,South,Quad,Purple,3,102.0
2017-02-01,Mike,East,Doublers,Blue,1,25.5
2017-02-01,Jessica,West,Bellen,Red,3,71.85
2017-02-01,Jessica,East,Quad,Rainbow,2,69.0
2017-02-01,Julie,South,Bellen,Purple,2,48.9
2017-02-01,Nicole,West,Sunbell,Purple,3,78.0
2017-02-01,Adam,West,Carlota,Blue,3,71.85
2017-02-02,Mike,East,Carlota,Purple,3,71.85
2017-02-02,Mike,South,Quad,Red,2,69.0
2017-02-02,Julie,West,Bellen,Rainbow,1,25.95
2017-02-03,Nicole,West,Aspen,Red,3,63.0
2017-02-03,Nicole,West,Sunbell,Clear,3,78.0
2017-02-03,Nabil,West,Bellen,Red,2,48.9
2017-02-03,Mike,West,Sunbell,Blue,2,53.0
2017-02-04,Jessica,South,Sunbell,Red,3,75.0
2017-02-05,Julie,East,Doublers,Red,1,78.95
2017-02-05,Julie,West,Carlota,Blue,2,48.9
2017-02-06,Mike,South,Bellen,Blue,3,71.85
2017-02-06,Julie,South,Sunbell,Rainbow,3,75.0
2017-02-06,Nicole,East,Sunshine,Purple,2,40.9
2017-02-06,Adam,West,Quad,Blue,2,71.0
2017-02-06,Mike,East,Aspen,Blue,1,27.0
2017-02-06,Jessica,West,Aspen,Rainbow,2,53.0
2017-02-07,Mike,East,Bellen,Blue,1,24.95
2017-02-07,Mike,West,Bellen,Rainbow,2,48.9
2017-02-07,Jessica,West,Quad,Red,1,37.0
2017-02-07,Nicole,South,Quad,Blue,11,347.85
2017-02-08,Jessica,West,Doublers,Clear,2,50.0
2017-02-08,Mike,South,Bellen,Purple,3,71.85
2017-02-09,Nabil,South,Carlota,Clear,3,71.85
2017-02-09,Julie,West,Aspen,Red,3,66.0
2017-02-09,Nabil,South,Quad,Red,1,36.0
2017-02-09,Nabil,South,Sunbell,Red,1,27.0
2017-02-09,Nabil,South,Doublers,Blue,2,158.9
2017-02-09,Mike,West,Doublers,Purple,7,167.5
2017-02-10,Nicole,South,Sunbell,Red,1,28.0
2017-02-10,Nicole,South,Sunshine,Blue,1,22.95
2017-02-10,Julie,East,Bellen,Rainbow,1,24.95
2017-02-10,Mike,West,Sunshine,Clear,3,62.85
2017-02-11,Julie,South,Sunshine,Red,1,22.95
2017-02-11,Nicole,West,Quad,Blue,3,105.0
2017-02-11,Nicole,South,Sunshine,Rainbow,3,62.85
2017-02-11,Nabil,South,Bellen,Clear,2,48.9
2017-02-11,Julie,West,Doublers,Clear,1,82.95
2017-02-12,Mike,East,Aspen,Red,2,49.0
2017-02-12,Nicole,East,Bellen,Red,20,439.0
2017-02-13,Nabil,East,Doublers,Rainbow,3,230.85
2017-02-13,Nabil,West,Carlota,Red,2,48.9
2017-02-13,Mike,East,Bellen,Rainbow,1,24.95
2017-02-14,Nicole,West,Quad,Purple,2,71.0
2017-02-14,Nabil,South,Aspen,Rainbow,3,63.0
2017-02-14,Jessica,West,Sunshine,Clear,3,62.85
2017-02-14,Nabil,West,Aspen,Rainbow,3,66.0
2017-02-14,Julie,East,Bellen,Clear,2,59.0
2017-02-14,Julie,West,Bellen,Blue,3,90.0
2017-02-14,Julie,West,Sunshine,Rainbow,2,42.9
2017-02-15,Mike,South,Sunbell,Red,2,51.0
2017-02-15,Nicole,West,Quad,Red,1,36.0
2017-02-15,Mike,East,Quad,Blue,1,36.0
2017-02-15,Jessica,East,Bellen,Blue,2,48.9
2017-02-15,Julie,West,Doublers,Clear,2,50.0
2017-02-16,Nicole,West,Quad,Red,2,71.0
2017-02-16,Mike,West,Sunbell,Purple,2,58.0
2017-02-17,Nabil,South,Bellen,Clear,16,351.8
2017-02-17,Mike,East,Doublers,Red,3,70.5
2017-02-17,Jessica,South,Sunbell,Clear,2,56.0
2017-02-17,Julie,East,Carlota,Blue,23,504.4
2017-02-17,Julie,West,Carlota,Red,3,71.85
2017-02-18,Julie,East,Aspen,Purple,2,49.0
2017-02-18,Jessica,West,Quad,Clear,3,102.0
2017-02-18,Julie,West,Aspen,Red,1,27.0
2017-02-18,Julie,East,Sunbell,Red,1,27.0
2017-02-18,Mike,West,Bellen,Purple,2,61.0
2017-02-19,Julie,West,Sunshine,Red,1,22.95
2017-02-19,Nicole,West,Quad,Clear,2,71.0
2017-02-20,Nabil,South,Aspen,Clear,2,43.0
2017-02-20,Nabil,West,Bellen,Blue,21,460.8
2017-02-21,Adam,West,Bellen,Red,3,71.85
2017-02-22,Mike,East,Aspen,Blue,2,49.0
2017-02-22,Nabil,West,Carlota,Rainbow,2,48.9
2017-02-23,Adam,West,Sunbell,Clear,2,51.0
2017-02-23,Julie,West,Quad,Clear,2,71.0
2017-02-23,Adam,East,Aspen,Red,2,49.0
2017-02-23,Adam,South,Carlota,Rainbow,2,48.9
2017-02-24,Julie,West,Bellen,Red,3,90.0
2017-02-24,Adam,East,Bellen,Blue,2,46.9
2017-02-24,Mike,East,Sunshine,Clear,18,327.0
2017-02-25,Jessica,South,Bellen,Purple,3,71.85
2017-02-25,Nabil,South,Sunbell,Red,2,51.0
2017-02-25,Mike,West,Quad,Red,3,57.0
2017-02-26,Mike,East,Doublers,Blue,2,162.9
2017-02-26,Jessica,West,Quad,Clear,1,36.0
2017-02-26,Julie,South,Bellen,Red,10,232.5
2017-02-26,Nabil,West,Sunbell,Rainbow,14,368.82
2017-02-26,Nabil,West,Sunbell,Rainbow,2,53.0
2017-02-26,Julie,South,Sunbell,Red,16,367.8
2017-02-27,Nabil,East,Doublers,Red,4,93.0
2017-02-28,Mike,East,Sunbell,Rainbow,1,29.5
2017-02-28,Julie,East,Carlota,Red,2,46.9
2017-02-28,Jessica,South,Sunbell,Blue,2,51.0
2017-02-28,Julie,West,Quad,Rainbow,4,139.0
2017-02-28,Nicole,West,Quad,Clear,3,105.0
2017-03-01,Jessica,East,Doublers,Rainbow,1,26.5
2017-03-01,Adam,East,Aspen,Blue,24,550.2
2017-03-01,Julie,South,Aspen,Blue,2,43.0
2017-03-01,Nicole,South,Bellen,Clear,3,71.85
2017-03-01,Jessica,West,Bellen,Blue,3,71.85
2017-03-01,Jessica,West,Aspen,Red,2,51.0
2017-03-02,Jessica,East,Sunbell,Clear,3,72.0
2017-03-02,Nabil,West,Sunbell,Red,2,53.0
2017-03-02,Julie,West,Sunshine,Red,1,22.95
2017-03-03,Julie,South,Aspen,Blue,2,45.0
2017-03-03,Jessica,West,Carlota,Rainbow,2,48.9
2017-03-03,Adam,South,Sunshine,Blue,2,42.9
2017-03-03,Mike,East,Carlota,Purple,2,46.9
2017-03-03,Jessica,West,Doublers,Red,3,73.5
2017-03-04,Julie,South,Quad,Purple,2,69.0
2017-03-04,Jessica,West,Doublers,Blue,3,73.5
2017-03-04,Nabil,East,Quad,Purple,2,67.0
2017-03-05,Nicole,South,Sunbell,Rainbow,3,82.5
2017-03-05,Nicole,West,Aspen,Clear,3,78.0
2017-03-06,Nabil,East,Bellen,Rainbow,2,46.9
2017-03-06,Jessica,South,Quad,Red,1,36.0
2017-03-06,Nicole,West,Bellen,Clear,3,71.85
2017-03-06,Adam,East,Quad,Red,3,102.0
2017-03-06,Adam,West,Quad,Purple,3,60.0
2017-03-07,Nabil,South,Quad,Rainbow,1,36.0
2017-03-07,Mike,West,Bellen,Red,10,303.0
2017-03-07,Nabil,West,Bellen,Rainbow,3,93.0
2017-03-07,Adam,East,Sunbell,Clear,1,26.0
2017-03-07,Nicole,West,Bellen,Rainbow,1,25.95
2017-03-07,Mike,South,Carlota,Clear,1,25.95
2017-03-07,Adam,West,Aspen,Clear,12,242.4
2017-03-07,Adam,East,Sunbell,Red,3,75.0
2017-03-07,Jessica,West,Aspen,Rainbow,3,66.0
2017-03-07,Nicole,West,Quad,Clear,1,37.0
2017-03-07,Julie,West,Bellen,Purple,3,93.0
2017-03-07,Jessica,West,Sunbell,Blue,1,30.5
2017-03-07,Mike,East,Sunshine,Purple,1,21.95
2017-03-07,Julie,West,Doublers,Clear,3,73.5
2017-03-07,Nicole,South,Bellen,Red,1,25.95
2017-03-07,Nabil,West,Carlota,Red,1,25.95
2017-03-08,Julie,South,Sunshine,Blue,2,42.9
2017-03-09,Julie,South,Quad,Clear,2,71.0
2017-03-09,Julie,East,Quad,Red,3,102.0
2017-03-09,Julie,East,Quad,Blue,3,57.0
2017-03-10,Julie,West,Doublers,Red,3,242.85
2017-03-10,Adam,West,Quad,Blue,3,102.0
2017-03-10,Jessica,South,Carlota,Red,7,163.65
2017-03-10,Julie,South,Doublers,Blue,2,48.0
2017-03-10,Mike,East,Sunbell,Clear,2,56.0
2017-03-10,Jessica,South,Doublers,Clear,2,48.0
2017-03-10,Adam,East,Aspen,Red,2,49.0
2017-03-10,Nicole,East,Doublers,Clear,1,25.5
2017-03-11,Adam,South,Quad,Clear,3,102.0
2017-03-11,Mike,East,Quad,Rainbow,12,367.8
2017-03-12,Julie,South,Quad,Clear,24,413.4
2017-03-12,Julie,West,Doublers,Blue,2,50.0
2017-03-12,Julie,East,Sunshine,Red,2,42.9
2017-03-12,Jessica,South,Doublers,Rainbow,1,26.5
2017-03-12,Julie,West,Carlota,Blue,4,94.8
2017-03-12,Julie,West,Doublers,Blue,1,26.5
2017-03-12,Nabil,South,Aspen,Rainbow,2,43.0
2017-03-12,Nabil,West,Bellen,Rainbow,6,140.7
2017-03-12,Nabil,South,Sunshine,Red,2,42.9
2017-03-13,Julie,West,Carlota,Red,1,25.95
2017-03-13,Mike,West,Carlota,Rainbow,3,71.85
2017-03-13,Jessica,East,Carlota,Red,3,71.85
2017-03-13,Nicole,West,Carlota,Red,2,48.9
2017-03-14,Julie,South,Aspen,Blue,3,75.0
2017-03-14,Mike,West,Aspen,Clear,1,24.0
2017-03-14,Mike,West,Bellen,Blue,3,71.85
2017-03-14,Jessica,West,Sunshine,Blue,1,22.95
2017-03-14,Jessica,West,Aspen,Clear,2,45.0
2017-03-14,Nabil,West,Carlota,Blue,3,71.85
2017-03-14,Jessica,East,Quad,Rainbow,1,35.0
2017-03-14,Jessica,West,Sunshine,Blue,1,22.95
2017-03-15,Julie,South,Sunshine,Clear,1,22.95
2017-03-17,Nicole,South,Carlota,Red,3,71.85
2017-03-17,Nabil,South,Sunshine,Red,1,22.95
2017-03-17,Nabil,West,Doublers,Red,20,1522.0
2017-03-17,Mike,East,Quad,Rainbow,4,135.0
2017-03-17,Adam,East,Quad,Clear,1,35.0
2017-03-17,Jessica,West,Aspen,Rainbow,2,53.0
2017-03-17,Julie,South,Quad,Rainbow,2,69.0
2017-03-18,Nabil,South,Quad,Red,22,692.7
2017-03-18,Jessica,South,Sunbell,Rainbow,2,56.0
2017-03-18,Mike,West,Quad,Blue,3,60.0
2017-03-18,Nabil,South,Quad,Red,3,57.0
2017-03-19,Mike,South,Sunbell,Red,1,27.0
2017-03-19,Julie,South,Quad,Blue,1,36.0
2017-03-19,Adam,South,Sunshine,Clear,2,42.9
2017-03-19,Nabil,West,Bellen,Clear,2,63.0
2017-03-19,Mike,West,Aspen,Red,24,550.2
2017-03-20,Adam,East,Sunshine,Blue,1,22.95
2017-03-20,Adam,East,Bellen,Red,3,68.85
2017-03-20,Mike,West,Carlota,Blue,3,71.85
2017-03-20,Nabil,West,Bellen,Blue,3,71.85
2017-03-21,Julie,West,Quad,Purple,3,60.0
2017-03-21,Jessica,West,Aspen,Clear,1,24.0
2017-03-21,Mike,East,Bellen,Clear,3,68.85
2017-03-21,Julie,East,Sunshine,Blue,1,21.95
2017-03-21,Nabil,South,Aspen,Red,3,63.0
2017-03-22,Mike,East,Bellen,Red,1,31.0
2017-03-22,Mike,West,Sunshine,Red,2,42.9
2017-03-22,Jessica,East,Quad,Clear,3,102.0
2017-03-22,Jessica,South,Quad,Red,1,36.0
2017-03-23,Jessica,South,Doublers,Rainbow,1,26.5
2017-03-23,Nicole,West,Carlota,Rainbow,1,25.95
2017-03-23,Mike,South,Quad,Clear,3,102.0
2017-03-23,Mike,South,Quad,Rainbow,15,473.25
2017-03-23,Nicole,West,Quad,Blue,1,37.0
2017-03-23,Julie,West,Aspen,Red,2,45.0
2017-03-24,Nabil,West,Sunbell,Rainbow,1,27.0
2017-03-24,Julie,South,Bellen,Rainbow,1,25.95
2017-03-24,Jessica,West,Sunbell,Red,1,27.0
2017-03-24,Nabil,West,Aspen,Rainbow,1,28.0
2017-03-25,Adam,West,Quad,Rainbow,3,105.0
2017-03-25,Jessica,West,Bellen,Blue,2,63.0
2017-03-25,Mike,East,Sunshine,Blue,2,40.9
2017-03-25,Jessica,West,Aspen,Purple,2,45.0
2017-03-26,Nicole,South,Quad,Purple,2,69.0
2017-03-26,Julie,East,Quad,Clear,6,195.0
2017-03-26,Mike,East,Bellen,Clear,1,31.0
2017-03-27,Mike,West,Sunshine,Purple,2,42.9
2017-03-27,Mike,East,Aspen,Red,4,99.0
2017-03-27,Adam,East,Sunbell,Purple,1,26.0
2017-03-27,Julie,West,Sunbell,Clear,3,75.0
2017-03-27,Adam,East,Quad,Blue,1,21.0
2017-03-27,Adam,West,Sunshine,Red,15,287.25
2017-03-28,Jessica,West,Aspen,Purple,3,66.0
2017-03-28,Julie,West,Aspen,Clear,2,43.0
2017-03-28,Mike,East,Sunshine,Red,1,22.95
2017-03-28,Nicole,West,Sunbell,Clear,3,78.0
2017-03-28,Mike,East,Quad,Red,4,131.0
2017-03-29,Adam,West,Bellen,Clear,3,71.85
2017-03-29,Nicole,West,Doublers,Red,24,538.92
2017-03-29,Nicole,East,Aspen,Red,2,43.0
2017-03-29,Julie,South,Sunbell,Blue,2,51.0
2017-03-29,Jessica,West,Sunshine,Rainbow,1,22.95
2017-03-29,Mike,West,Carlota,Clear,2,48.9
2017-03-30,Julie,West,Quad,Red,7,241.0
2017-03-30,Mike,West,Doublers,Blue,2,50.0
2017-03-31,Nicole,South,Aspen,Rainbow,2,45.0
2017-03-31,Mike,West,Aspen,Blue,1,23.0
2017-03-31,Mike,East,Quad,Blue,1,36.0
2017-03-31,Nicole,South,Sunshine,Purple,2,42.9
2017-03-31,Julie,South,Bellen,Purple,3,90.0
2017-04-01,Jessica,West,Carlota,Blue,3,71.85
2017-04-01,Mike,East,Doublers,Red,1,26.5
2017-04-01,Jessica,South,Quad,Red,3,102.0
2017-04-01,Adam,West,Sunshine,Rainbow,2,42.9
2017-04-02,Julie,East,Carlota,Red,1,24.95
2017-04-02,Julie,South,Aspen,Blue,2,43.0
2017-04-02,Jessica,East,Aspen,Rainbow,2,41.0
2017-04-02,Mike,South,Quad,Red,3,57.0
2017-04-02,Julie,West,Sunbell,Red,2,53.0
2017-04-03,Julie,West,Bellen,Purple,15,430.5
2017-04-03,Julie,West,Carlota,Red,25,548.0
2017-04-03,Julie,West,Quad,Red,2,71.0
2017-04-03,Mike,East,Sunbell,Red,2,49.0
2017-04-04,Nabil,South,Sunbell,Blue,3,75.0
2017-04-04,Mike,South,Carlota,Blue,2,48.9
2017-04-05,Jessica,West,Doublers,Blue,3,73.5
2017-04-05,Jessica,South,Carlota,Purple,1,25.95
2017-04-06,Nicole,South,Doublers,Blue,2,48.0
2017-04-06,Nicole,South,Bellen,Rainbow,2,61.0
2017-04-06,Mike,East,Aspen,Clear,2,49.0
2017-04-07,Jessica,South,Quad,Clear,3,102.0
2017-04-08,Julie,East,Sunbell,Blue,3,75.0
2017-04-08,Julie,West,Bellen,Red,2,48.9
2017-04-08,Jessica,South,Quad,Purple,1,36.0
2017-04-09,Adam,South,Quad,Clear,1,37.0
2017-04-09,Mike,West,Quad,Rainbow,2,69.0
2017-04-09,Nabil,West,Quad,Red,2,71.0
2017-04-09,Julie,West,Aspen,Purple,3,78.0
2017-04-10,Julie,West,Sunbell,Clear,2,51.0
2017-04-10,Mike,East,Sunbell,Rainbow,3,72.0
2017-04-10,Mike,West,Carlota,Red,2,48.9
2017-04-11,Adam,East,Quad,Red,1,36.0
2017-04-11,Julie,West,Sunbell,Red,2,53.0
2017-04-12,Nicole,East,Sunshine,Red,2,40.9
2017-04-12,Nabil,South,Sunbell,Purple,2,56.0
2017-04-13,Mike,South,Sunshine,Rainbow,5,102.75
2017-04-13,Jessica,South,Bellen,Clear,2,61.0
2017-04-13,Nabil,West,Doublers,Rainbow,2,50.0
2017-04-13,Mike,South,Sunshine,Rainbow,3,62.85
2017-04-13,Julie,East,Sunshine,Blue,1,22.95
2017-04-13,Nabil,South,Quad,Rainbow,2,69.0
2017-04-13,Jessica,South,Aspen,Clear,17,390.6
2017-04-13,Mike,West,Doublers,Red,3,73.5
2017-04-13,Jessica,West,Sunshine,Rainbow,1,22.95
2017-04-14,Mike,East,Quad,Red,2,67.0
2017-04-14,Julie,South,Bellen,Red,6,140.7
2017-04-14,Mike,East,Bellen,Blue,3,87.0
2017-04-14,Jessica,West,Carlota,Rainbow,2,48.9
2017-04-14,Nabil,West,Quad,Purple,1,36.0
2017-04-15,Jessica,West,Sunbell,Blue,2,53.0
2017-04-16,Mike,East,Quad,Clear,3,99.0
2017-04-16,Julie,West,Sunbell,Blue,3,75.0
2017-04-16,Mike,West,Bellen,Red,3,90.0
2017-04-16,Mike,East,Sunbell,Rainbow,1,26.0
2017-04-16,Mike,West,Aspen,Clear,3,75.0
2017-04-17,Mike,South,Aspen,Red,2,53.0
2017-04-17,Julie,West,Bellen,Rainbow,2,48.9
2017-04-17,Adam,East,Carlota,Purple,1,24.95
2017-04-18,Julie,South,Aspen,Blue,14,322.2
2017-04-18,Julie,South,Aspen,Clear,2,43.0
2017-04-19,Nabil,West,Sunbell,Rainbow,3,78.0
2017-04-19,Adam,South,Sunshine,Blue,1,22.95
2017-04-19,Nabil,West,Quad,Red,2,71.0
2017-04-20,Jessica,South,Bellen,Rainbow,5,117.75
2017-04-20,Adam,West,Carlota,Red,2,48.9
2017-04-20,Jessica,East,Carlota,Red,1,24.95
2017-04-20,Jessica,West,Quad,Clear,3,105.0
2017-04-20,Julie,South,Doublers,Clear,3,236.85
2017-04-20,Jessica,West,Quad,Clear,2,71.0
2017-04-20,Jessica,East,Quad,Blue,2,67.0
2017-04-21,Mike,East,Bellen,Clear,4,90.8
2017-04-21,Adam,East,Doublers,Red,2,50.0
2017-04-21,Julie,West,Aspen,Red,1,28.0
2017-04-21,Mike,West,Bellen,Blue,2,61.0
2017-04-21,Julie,East,Quad,Rainbow,1,36.0
2017-04-21,Julie,West,Quad,Rainbow,1,37.0
2017-04-22,Julie,East,Aspen,Rainbow,1,22.0
2017-04-22,Nabil,East,Doublers,Purple,11,838.45
2017-04-22,Nabil,South,Bellen,Rainbow,2,48.9
2017-04-22,Mike,West,Carlota,Rainbow,1,25.95
2017-04-22,Mike,South,Quad,Clear,17,535.95
2017-04-23,Julie,South,Quad,Rainbow,2,39.0
2017-04-23,Mike,South,Sunbell,Clear,3,75.0
2017-04-23,Julie,East,Sunbell,Clear,2,49.0
2017-04-23,Adam,West,Quad,Rainbow,3,60.0
2017-04-24,Jessica,South,Quad,Blue,2,71.0
2017-04-24,Nicole,South,Bellen,Clear,3,90.0
2017-04-24,Nabil,South,Bellen,Blue,2,48.9
2017-04-24,Mike,East,Sunbell,Blue,3,72.0
2017-04-24,Julie,West,Bellen,Clear,1,25.95
2017-04-25,Julie,South,Aspen,Purple,2,53.0
2017-04-25,Mike,South,Bellen,Rainbow,2,48.9
2017-04-25,Nicole,West,Sunshine,Purple,1,22.95
2017-04-26,Nabil,South,Sunshine,Red,25,476.75
2017-04-26,Nabil,South,Sunshine,Purple,20,382.0
2017-04-26,Mike,East,Carlota,Red,2,46.9
2017-04-26,Mike,South,Quad,Blue,7,234.0
2017-04-26,Nabil,South,Bellen,Rainbow,3,71.85
2017-04-26,Adam,East,Carlota,Clear,1,24.95
2017-04-26,Adam,West,Aspen,Rainbow,2,43.0
2017-04-27,Julie,South,Sunbell,Red,2,56.0
2017-04-27,Mike,South,Doublers,Blue,3,70.5
2017-04-27,Mike,East,Doublers,Red,3,70.5
2017-04-27,Mike,West,Bellen,Rainbow,3,71.85
2017-04-27,Nabil,West,Bellen,Rainbow,2,48.9
2017-04-27,Nabil,South,Sunbell,Red,3,82.5
2017-04-27,Adam,West,Bellen,Red,17,373.6
2017-04-27,Adam,East,Sunshine,Rainbow,2,40.9
2017-04-27,Julie,West,Sunbell,Purple,1,30.5
2017-04-28,Nabil,West,Sunshine,Clear,2,42.9
2017-04-28,Mike,West,Aspen,Rainbow,2,43.0
2017-04-28,Julie,East,Sunshine,Clear,1,21.95
2017-04-29,Nabil,East,Sunshine,Red,2,40.9
2017-04-29,Mike,South,Sunbell,Blue,2,51.0
2017-04-29,Julie,West,Sunbell,Blue,2,53.0
2017-04-29,Mike,West,Quad,Red,1,36.0
2017-04-30,Nicole,South,Sunbell,Rainbow,3,78.0
2017-04-30,Jessica,South,Bellen,Clear,2,48.9
2017-04-30,Mike,South,Aspen,Purple,3,63.0
2017-04-30,Mike,East,Aspen,Purple,3,72.0
2017-04-30,Julie,West,Aspen,Blue,3,63.0
2017-05-01,Mike,East,Sunbell,Red,3,75.0
2017-05-01,Julie,West,Bellen,Clear,2,48.9
2017-05-01,Nabil,West,Sunbell,Clear,2,58.0
2017-05-01,Jessica,West,Quad,Red,4,135.0
2017-05-02,Jessica,South,Bellen,Blue,1,32.0
2017-05-02,Nabil,South,Carlota,Clear,1,25.95
